ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09
2024-12-30T08:45:05.000000000Z,2024-12-30T08:45:05.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,541,6BH5,1.2499,1.2501,43,48,1,6,1.2498,1.2502,27,42,2,6,1.2497,1.2503,11,26,3,4,1.2496,1.2504,40,44,4,5,1.2495,1.2505,8,22,4,2,1.2494,1.2506,96,384,2,6,1.2493,1.2507,44,20,6,1,1.2492,1.2508,25,26,7,1,1.2491,1.2509,32,43,1,2,1.249,1.251,16,21,4,7
2024-12-30T08:45:10.000000000Z,2024-12-30T08:45:10.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,542,6BH5,1.2499,1.2501,13,18,7,1,1.2498,1.2502,30,40,3,6,1.2497,1.2503,29,8,6,2,1.2496,1.2504,23,17,1,4,1.2495,1.2505,144,112,6,3,1.2494,1.2506,14,31,7,3,1.2493,1.2507,22,17,3,4,1.2492,1.2508,48,10,4,6,1.2491,1.2509,16,28,3,4,1.249,1.251,30,26,2,7
2024-12-30T08:45:15.000000000Z,2024-12-30T08:45:15.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,543,6BH5,1.2499,1.2501,34,8,6,7,1.2498,1.2502,28,39,7,7,1.2497,1.2503,16,6,7,3,1.2496,1.2504,15,21,6,5,1.2495,1.2505,296,264,7,5,1.2494,1.2506,46,42,3,1,1.2493,1.2507,35,19,6,1,1.2492,1.2508,45,45,5,5,1.2491,1.2509,23,24,1,3,1.249,1.251,43,17,7,6
2024-12-30T08:45:20.000000000Z,2024-12-30T08:45:20.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,544,6BH5,1.2498,1.25,12,47,2,1,1.2497,1.2501,8,28,7,5,1.2496,1.2502,29,10,1,4,1.2495,1.2503,37,34,4,1,1.2494,1.2504,19,42,6,6,1.2493,1.2505,5,7,5,2,1.2492,1.2506,8,47,6,1,1.2491,1.2507,7,11,4,7,1.249,1.2508,29,21,2,6,1.2489,1.2509,22,8,1,7
2024-12-30T08:45:25.000000000Z,2024-12-30T08:45:25.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,545,6BH5,1.2498,1.25,49,29,2,3,1.2497,1.2501,21,26,7,7,1.2496,1.2502,40,20,5,3,1.2495,1.2503,18,11,1,1,1.2494,1.2504,20,25,4,7,1.2493,1.2505,19,30,6,7,1.2492,1.2506,41,25,4,3,1.2491,1.2507,23,7,7,6,1.249,1.2508,31,19,6,5,1.2489,1.2509,15,47,4,7
2024-12-30T08:45:30.000000000Z,2024-12-30T08:45:30.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,546,6BH5,1.2498,1.25,39,6,3,7,1.2497,1.2501,12,8,7,7,1.2496,1.2502,26,30,1,5,1.2495,1.2503,26,22,5,4,1.2494,1.2504,11,30,6,7,1.2493,1.2505,37,7,7,2,1.2492,1.2506,21,5,4,3,1.2491,1.2507,37,33,4,4,1.249,1.2508,40,28,3,5,1.2489,1.2509,41,31,3,3
2024-12-30T08:45:35.000000000Z,2024-12-30T08:45:35.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,547,6BH5,1.2499,1.2501,7,42,2,5,1.2498,1.2502,22,7,6,2,1.2497,1.2503,17,29,1,3,1.2496,1.2504,47,45,2,3,1.2495,1.2505,25,35,6,7,1.2494,1.2506,320,376,5,1,1.2493,1.2507,7,19,1,7,1.2492,1.2508,30,21,1,5,1.2491,1.2509,10,45,3,3,1.249,1.251,49,49,7,3
2024-12-30T08:45:40.000000000Z,2024-12-30T08:45:40.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,548,6BH5,1.2499,1.2501,6,46,1,5,1.2498,1.2502,20,9,1,6,1.2497,1.2503,30,38,2,2,1.2496,1.2504,29,16,7,7,1.2495,1.2505,304,168,3,3,1.2494,1.2506,41,30,5,6,1.2493,1.2507,36,41,5,4,1.2492,1.2508,47,27,1,7,1.2491,1.2509,7,10,7,6,1.249,1.251,19,40,5,3
2024-12-30T08:45:45.000000000Z,2024-12-30T08:45:45.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,549,6BH5,1.2498,1.25,36,25,1,1,1.2497,1.2501,45,27,3,2,1.2496,1.2502,72,240,4,3,1.2495,1.2503,38,7,2,5,1.2494,1.2504,11,49,5,6,1.2493,1.2505,46,41,3,4,1.2492,1.2506,49,12,6,3,1.2491,1.2507,22,26,4,1,1.249,1.2508,40,33,1,1,1.2489,1.2509,47,49,6,6
2024-12-30T08:45:50.000000000Z,2024-12-30T08:45:50.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,550,6BH5,1.2498,1.25,22,20,7,6,1.2497,1.2501,12,34,6,5,1.2496,1.2502,44,47,1,1,1.2495,1.2503,46,28,5,6,1.2494,1.2504,21,28,6,2,1.2493,1.2505,28,30,5,4,1.2492,1.2506,34,39,5,6,1.2491,1.2507,248,320,1,1,1.249,1.2508,14,46,7,6,1.2489,1.2509,15,46,1,5
2024-12-30T08:45:55.000000000Z,2024-12-30T08:45:55.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,551,6BH5,1.2499,1.2501,11,21,5,4,1.2498,1.2502,41,40,2,7,1.2497,1.2503,5,33,2,2,1.2496,1.2504,21,45,4,1,1.2495,1.2505,27,33,2,2,1.2494,1.2506,46,11,7,3,1.2493,1.2507,28,19,7,3,1.2492,1.2508,112,96,1,2,1.2491,1.2509,14,46,1,2,1.249,1.251,6,28,5,5
2024-12-30T08:46:00.000000000Z,2024-12-30T08:46:00.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,552,6BH5,1.2499,1.2501,12,44,1,2,1.2498,1.2502,29,15,3,1,1.2497,1.2503,27,7,1,1,1.2496,1.2504,48,16,6,6,1.2495,1.2505,35,33,3,4,1.2494,1.2506,30,15,7,5,1.2493,1.2507,35,43,2,5,1.2492,1.2508,34,18,3,1,1.2491,1.2509,10,10,7,5,1.249,1.251,39,48,7,3
2024-12-30T08:46:05.000000000Z,2024-12-30T08:46:05.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,553,6BH5,1.2499,1.2501,45,12,3,3,1.2498,1.2502,46,35,5,6,1.2497,1.2503,20,48,1,4,1.2496,1.2504,7,20,4,2,1.2495,1.2505,26,35,3,1,1.2494,1.2506,38,26,6,3,1.2493,1.2507,37,27,2,1,1.2492,1.2508,37,19,1,6,1.2491,1.2509,25,7,1,4,1.249,1.251,31,24,1,4
2024-12-30T08:46:10.000000000Z,2024-12-30T08:46:10.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,554,6BH5,1.2499,1.2501,31,16,4,3,1.2498,1.2502,7,34,3,5,1.2497,1.2503,47,22,4,3,1.2496,1.2504,15,42,5,2,1.2495,1.2505,36,47,1,6,1.2494,1.2506,32,26,6,2,1.2493,1.2507,16,9,2,2,1.2492,1.2508,384,56,7,1,1.2491,1.2509,42,49,6,5,1.249,1.251,15,20,2,2
2024-12-30T08:46:15.000000000Z,2024-12-30T08:46:15.000000000Z,10,1,29307,A,N,0,1.2501,0,0,0,555,6BH5,1.25,1.2502,36,12,7,1,1.2499,1.2503,12,33,1,4,1.2498,1.2504,41,28,5,2,1.2497,1.2505,35,31,2,3,1.2496,1.2506,19,27,1,4,1.2495,1.2507,20,44,3,5,1.2494,1.2508,47,21,3,7,1.2493,1.2509,47,41,6,6,1.2492,1.251,27,29,1,3,1.2491,1.2511,34,37,5,4
2024-12-30T08:46:20.000000000Z,2024-12-30T08:46:20.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,556,6BH5,1.2499,1.2501,11,25,7,1,1.2498,1.2502,27,7,2,3,1.2497,1.2503,45,32,2,5,1.2496,1.2504,7,13,4,2,1.2495,1.2505,32,11,1,5,1.2494,1.2506,43,37,2,6,1.2493,1.2507,33,31,6,1,1.2492,1.2508,27,49,5,1,1.2491,1.2509,8,22,6,1,1.249,1.251,39,46,2,2
2024-12-30T08:46:25.000000000Z,2024-12-30T08:46:25.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,557,6BH5,1.2499,1.2501,45,27,5,7,1.2498,1.2502,6,9,4,6,1.2497,1.2503,39,5,1,1,1.2496,1.2504,19,34,5,7,1.2495,1.2505,46,41,5,1,1.2494,1.2506,14,30,2,3,1.2493,1.2507,23,39,5,4,1.2492,1.2508,12,16,6,1,1.2491,1.2509,31,6,1,7,1.249,1.251,23,9,7,4
2024-12-30T08:46:30.000000000Z,2024-12-30T08:46:30.000000000Z,10,1,29307,A,N,0,1.2501,0,0,0,558,6BH5,1.25,1.2502,35,48,4,7,1.2499,1.2503,40,10,1,2,1.2498,1.2504,16,21,7,3,1.2497,1.2505,46,20,5,1,1.2496,1.2506,12,29,2,3,1.2495,1.2507,27,48,4,3,1.2494,1.2508,216,104,5,4,1.2493,1.2509,22,38,1,2,1.2492,1.251,23,38,2,3,1.2491,1.2511,35,47,3,3
2024-12-30T08:46:35.000000000Z,2024-12-30T08:46:35.000000000Z,10,1,29307,A,N,0,1.2502,0,0,0,559,6BH5,1.2501,1.2503,27,21,6,1,1.25,1.2504,392,48,1,1,1.2499,1.2505,34,46,4,2,1.2498,1.2506,39,5,3,1,1.2497,1.2507,31,17,3,6,1.2496,1.2508,39,23,5,1,1.2495,1.2509,10,40,2,5,1.2494,1.251,37,27,7,3,1.2493,1.2511,5,34,1,7,1.2492,1.2512,27,40,1,4
2024-12-30T08:46:40.000000000Z,2024-12-30T08:46:40.000000000Z,10,1,29307,A,N,0,1.2502,0,0,0,560,6BH5,1.2501,1.2503,13,8,7,1,1.25,1.2504,29,10,6,6,1.2499,1.2505,41,15,1,4,1.2498,1.2506,40,12,1,6,1.2497,1.2507,45,33,1,6,1.2496,1.2508,27,45,1,6,1.2495,1.2509,32,33,3,7,1.2494,1.251,47,14,3,4,1.2493,1.2511,25,25,6,5,1.2492,1.2512,24,40,5,6
2024-12-30T08:46:45.000000000Z,2024-12-30T08:46:45.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,561,6BH5,1.2502,1.2504,29,44,2,5,1.2501,1.2505,19,17,3,2,1.25,1.2506,42,44,4,5,1.2499,1.2507,25,15,2,4,1.2498,1.2508,34,8,6,3,1.2497,1.2509,7,41,6,1,1.2496,1.251,43,49,2,4,1.2495,1.2511,15,42,6,6,1.2494,1.2512,42,16,7,5,1.2493,1.2513,29,46,2,7
2024-12-30T08:46:50.000000000Z,2024-12-30T08:46:50.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,562,6BH5,1.2502,1.2504,18,9,1,6,1.2501,1.2505,88,176,7,3,1.25,1.2506,39,11,5,6,1.2499,1.2507,34,34,6,5,1.2498,1.2508,14,18,4,7,1.2497,1.2509,38,30,6,5,1.2496,1.251,19,46,7,3,1.2495,1.2511,27,40,5,7,1.2494,1.2512,30,47,4,2,1.2493,1.2513,37,44,4,1
2024-12-30T08:46:55.000000000Z,2024-12-30T08:46:55.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,563,6BH5,1.2502,1.2504,39,30,4,7,1.2501,1.2505,11,15,3,5,1.25,1.2506,38,22,7,7,1.2499,1.2507,25,22,6,2,1.2498,1.2508,17,20,2,1,1.2497,1.2509,30,26,4,5,1.2496,1.251,46,48,3,3,1.2495,1.2511,41,29,5,2,1.2494,1.2512,44,20,4,6,1.2493,1.2513,31,42,5,7
2024-12-30T08:47:00.000000000Z,2024-12-30T08:47:00.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,564,6BH5,1.2502,1.2504,20,22,5,1,1.2501,1.2505,28,39,7,6,1.25,1.2506,28,19,5,3,1.2499,1.2507,6,43,5,4,1.2498,1.2508,19,39,4,1,1.2497,1.2509,26,44,5,2,1.2496,1.251,11,14,7,2,1.2495,1.2511,38,21,6,2,1.2494,1.2512,264,176,3,4,1.2493,1.2513,22,42,1,1
2024-12-30T08:47:05.000000000Z,2024-12-30T08:47:05.000000000Z,10,1,29307,A,N,0,1.2502,0,0,0,565,6BH5,1.2501,1.2503,32,12,4,6,1.25,1.2504,12,46,2,2,1.2499,1.2505,8,31,5,6,1.2498,1.2506,30,49,2,7,1.2497,1.2507,35,35,4,3,1.2496,1.2508,88,168,4,7,1.2495,1.2509,5,38,3,5,1.2494,1.251,10,42,6,4,1.2493,1.2511,20,39,3,3,1.2492,1.2512,40,42,4,3
2024-12-30T08:47:10.000000000Z,2024-12-30T08:47:10.000000000Z,10,1,29307,A,N,0,1.2502,0,0,0,566,6BH5,1.2501,1.2503,35,7,6,5,1.25,1.2504,30,45,7,4,1.2499,1.2505,31,7,1,1,1.2498,1.2506,39,11,7,5,1.2497,1.2507,24,12,4,2,1.2496,1.2508,36,9,4,6,1.2495,1.2509,7,33,3,2,1.2494,1.251,5,5,1,6,1.2493,1.2511,10,34,6,7,1.2492,1.2512,20,8,2,1
2024-12-30T08:47:15.000000000Z,2024-12-30T08:47:15.000000000Z,10,1,29307,A,N,0,1.2502,0,0,0,567,6BH5,1.2501,1.2503,12,26,4,2,1.25,1.2504,41,27,4,7,1.2499,1.2505,31,17,5,4,1.2498,1.2506,33,30,6,5,1.2497,1.2507,5,8,3,2,1.2496,1.2508,49,17,7,7,1.2495,1.2509,19,9,7,1,1.2494,1.251,15,28,5,2,1.2493,1.2511,15,47,5,6,1.2492,1.2512,12,36,5,7
2024-12-30T08:47:20.000000000Z,2024-12-30T08:47:20.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,568,6BH5,1.2502,1.2504,33,10,4,1,1.2501,1.2505,35,18,1,4,1.25,1.2506,6,8,4,1,1.2499,1.2507,10,5,5,2,1.2498,1.2508,41,49,2,2,1.2497,1.2509,37,19,5,4,1.2496,1.251,8,7,7,6,1.2495,1.2511,13,16,2,5,1.2494,1.2512,280,56,6,4,1.2493,1.2513,38,25,2,2
2024-12-30T08:47:25.000000000Z,2024-12-30T08:47:25.000000000Z,10,1,29307,A,N,0,1.2504,0,0,0,569,6BH5,1.2503,1.2505,32,39,6,2,1.2502,1.2506,37,39,4,5,1.2501,1.2507,29,21,1,6,1.25,1.2508,34,32,1,5,1.2499,1.2509,41,26,4,7,1.2498,1.251,16,45,1,6,1.2497,1.2511,33,33,2,3,1.2496,1.2512,11,21,1,1,1.2495,1.2513,22,45,5,1,1.2494,1.2514,38,7,4,3
2024-12-30T08:47:30.000000000Z,2024-12-30T08:47:30.000000000Z,10,1,29307,A,N,0,1.2504,0,0,0,570,6BH5,1.2503,1.2505,16,19,4,1,1.2502,1.2506,10,41,7,5,1.2501,1.2507,16,31,1,6,1.25,1.2508,38,22,1,5,1.2499,1.2509,24,26,5,2,1.2498,1.251,8,35,3,2,1.2497,1.2511,41,9,3,7,1.2496,1.2512,25,43,5,1,1.2495,1.2513,7,38,6,3,1.2494,1.2514,40,43,4,5
2024-12-30T08:47:35.000000000Z,2024-12-30T08:47:35.000000000Z,10,1,29307,A,N,0,1.2504,0,0,0,571,6BH5,1.2503,1.2505,24,36,6,6,1.2502,1.2506,26,9,7,7,1.2501,1.2507,21,41,3,2,1.25,1.2508,29,41,2,4,1.2499,1.2509,24,17,4,3,1.2498,1.251,45,32,7,4,1.2497,1.2511,49,13,7,2,1.2496,1.2512,36,43,5,2,1.2495,1.2513,43,31,7,4,1.2494,1.2514,33,23,5,6
2024-12-30T08:47:40.000000000Z,2024-12-30T08:47:40.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,572,6BH5,1.2502,1.2504,19,6,5,2,1.2501,1.2505,39,43,3,7,1.25,1.2506,38,49,2,4,1.2499,1.2507,28,7,6,1,1.2498,1.2508,37,33,7,2,1.2497,1.2509,38,20,7,3,1.2496,1.251,7,47,1,2,1.2495,1.2511,37,32,1,1,1.2494,1.2512,19,8,4,5,1.2493,1.2513,43,26,3,6
2024-12-30T08:47:45.000000000Z,2024-12-30T08:47:45.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,573,6BH5,1.2502,1.2504,256,112,1,7,1.2501,1.2505,5,30,2,2,1.25,1.2506,46,31,4,4,1.2499,1.2507,11,12,3,2,1.2498,1.2508,11,24,1,1,1.2497,1.2509,34,5,2,5,1.2496,1.251,36,44,6,6,1.2495,1.2511,39,11,3,5,1.2494,1.2512,47,38,6,2,1.2493,1.2513,38,40,6,7
2024-12-30T08:47:50.000000000Z,2024-12-30T08:47:50.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,574,6BH5,1.2502,1.2504,41,22,3,5,1.2501,1.2505,35,19,3,2,1.25,1.2506,32,19,3,1,1.2499,1.2507,12,37,3,2,1.2498,1.2508,25,32,4,4,1.2497,1.2509,8,40,6,2,1.2496,1.251,35,43,7,1,1.2495,1.2511,34,38,6,5,1.2494,1.2512,21,20,5,3,1.2493,1.2513,21,26,3,1
2024-12-30T08:47:55.000000000Z,2024-12-30T08:47:55.000000000Z,10,1,29307,A,N,0,1.2502,0,0,0,575,6BH5,1.2501,1.2503,23,30,4,4,1.25,1.2504,39,47,7,2,1.2499,1.2505,15,30,1,4,1.2498,1.2506,25,12,4,5,1.2497,1.2507,25,5,4,3,1.2496,1.2508,35,25,7,6,1.2495,1.2509,26,40,3,7,1.2494,1.251,18,42,4,6,1.2493,1.2511,31,32,6,7,1.2492,1.2512,216,72,5,7
2024-12-30T08:48:00.000000000Z,2024-12-30T08:48:00.000000000Z,10,1,29307,A,N,0,1.2502,0,0,0,576,6BH5,1.2501,1.2503,9,11,7,6,1.25,1.2504,25,8,7,5,1.2499,1.2505,34,7,5,7,1.2498,1.2506,41,35,3,5,1.2497,1.2507,5,34,3,4,1.2496,1.2508,20,19,5,7,1.2495,1.2509,40,43,7,5,1.2494,1.251,38,34,4,2,1.2493,1.2511,42,26,3,1,1.2492,1.2512,46,49,4,7
2024-12-30T08:48:05.000000000Z,2024-12-30T08:48:05.000000000Z,10,1,29307,A,N,0,1.2502,0,0,0,577,6BH5,1.2501,1.2503,23,21,2,7,1.25,1.2504,7,6,3,4,1.2499,1.2505,29,15,3,2,1.2498,1.2506,45,42,4,2,1.2497,1.2507,35,21,4,5,1.2496,1.2508,20,5,4,2,1.2495,1.2509,5,40,4,3,1.2494,1.251,49,31,2,5,1.2493,1.2511,16,37,7,1,1.2492,1.2512,27,32,3,6
2024-12-30T08:48:10.000000000Z,2024-12-30T08:48:10.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,578,6BH5,1.2502,1.2504,40,48,4,5,1.2501,1.2505,17,48,4,6,1.25,1.2506,10,15,3,6,1.2499,1.2507,39,44,4,3,1.2498,1.2508,11,15,3,4,1.2497,1.2509,9,10,6,4,1.2496,1.251,35,43,1,7,1.2495,1.2511,32,49,3,5,1.2494,1.2512,28,35,3,1,1.2493,1.2513,8,24,3,1
2024-12-30T08:48:15.000000000Z,2024-12-30T08:48:15.000000000Z,10,1,29307,A,N,0,1.2504,0,0,0,579,6BH5,1.2503,1.2505,328,200,5,4,1.2502,1.2506,37,14,4,2,1.2501,1.2507,35,28,4,4,1.25,1.2508,12,18,5,6,1.2499,1.2509,42,7,4,6,1.2498,1.251,18,11,4,6,1.2497,1.2511,28,20,6,4,1.2496,1.2512,36,29,2,3,1.2495,1.2513,21,7,1,4,1.2494,1.2514,22,34,5,6
2024-12-30T08:48:20.000000000Z,2024-12-30T08:48:20.000000000Z,10,1,29307,A,N,0,1.2504,0,0,0,580,6BH5,1.2503,1.2505,31,25,6,3,1.2502,1.2506,29,12,1,4,1.2501,1.2507,39,34,7,1,1.25,1.2508,23,35,1,2,1.2499,1.2509,33,34,6,3,1.2498,1.251,15,37,3,3,1.2497,1.2511,22,49,6,1,1.2496,1.2512,9,16,3,2,1.2495,1.2513,33,26,5,2,1.2494,1.2514,48,12,4,6
2024-12-30T08:48:25.000000000Z,2024-12-30T08:48:25.000000000Z,10,1,29307,A,N,0,1.2504,0,0,0,581,6BH5,1.2503,1.2505,42,48,3,5,1.2502,1.2506,40,21,6,5,1.2501,1.2507,5,24,1,6,1.25,1.2508,6,21,7,6,1.2499,1.2509,17,18,2,4,1.2498,1.251,22,43,3,6,1.2497,1.2511,18,13,5,1,1.2496,1.2512,28,12,3,4,1.2495,1.2513,12,42,4,2,1.2494,1.2514,38,22,1,3
2024-12-30T08:48:30.000000000Z,2024-12-30T08:48:30.000000000Z,10,1,29307,A,N,0,1.2504,0,0,0,582,6BH5,1.2503,1.2505,39,36,3,2,1.2502,1.2506,13,44,6,2,1.2501,1.2507,41,16,6,2,1.25,1.2508,28,18,1,3,1.2499,1.2509,48,38,6,6,1.2498,1.251,16,39,2,5,1.2497,1.2511,37,22,2,6,1.2496,1.2512,49,19,7,5,1.2495,1.2513,9,7,4,6,1.2494,1.2514,24,43,7,1
2024-12-30T08:48:35.000000000Z,2024-12-30T08:48:35.000000000Z,10,1,29307,A,N,0,1.2503,0,0,0,583,6BH5,1.2502,1.2504,13,24,2,1,1.2501,1.2505,32,39,5,6,1.25,1.2506,7,18,1,3,1.2499,1.2507,34,43,3,6,1.2498,1.2508,136,192,1,1,1.2497,1.2509,11,21,6,3,1.2496,1.251,46,27,6,4,1.2495,1.2511,22,49,2,6,1.2494,1.2512,47,31,3,2,1.2493,1.2513,25,15,4,5
2024-12-30T08:48:40.000000000Z,2024-12-30T08:48:40.000000000Z,10,1,29307,A,N,0,1.2502,0,0,0,584,6BH5,1.2501,1.2503,23,14,7,5,1.25,1.2504,22,11,6,6,1.2499,1.2505,34,31,1,1,1.2498,1.2506,45,21,6,2,1.2497,1.2507,41,34,6,5,1.2496,1.2508,26,40,4,5,1.2495,1.2509,11,12,6,6,1.2494,1.251,34,38,5,5,1.2493,1.2511,43,38,6,2,1.2492,1.2512,36,9,3,3
2024-12-30T08:48:45.000000000Z,2024-12-30T08:48:45.000000000Z,10,1,29307,A,N,0,1.2501,0,0,0,585,6BH5,1.25,1.2502,31,24,3,1,1.2499,1.2503,15,19,7,2,1.2498,1.2504,29,27,3,1,1.2497,1.2505,27,10,3,6,1.2496,1.2506,46,10,2,6,1.2495,1.2507,32,13,7,1,1.2494,1.2508,32,29,3,6,1.2493,1.2509,47,47,6,2,1.2492,1.251,25,14,2,2,1.2491,1.2511,45,40,1,5
2024-12-30T08:48:50.000000000Z,2024-12-30T08:48:50.000000000Z,10,1,29307,A,N,0,1.25,0,0,0,586,6BH5,1.2499,1.2501,37,27,7,7,1.2498,1.2502,7,41,5,2,1.2497,1.2503,40,31,5,1,1.2496,1.2504,5,30,6,6,1.2495,1.2505,6,26,7,4,1.2494,1.2506,15,41,2,4,1.2493,1.2507,7,18,1,4,1.2492,1.2508,32,32,5,4,1.2491,1.2509,13,15,5,3,1.249,1.251,6,38,2,5
2024-12-30T08:48:55.000000000Z,2024-12-30T08:48:55.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,587,6BH5,1.2498,1.25,264,256,4,5,1.2497,1.2501,43,14,5,2,1.2496,1.2502,24,5,4,7,1.2495,1.2503,10,42,1,7,1.2494,1.2504,9,11,4,3,1.2493,1.2505,19,24,1,5,1.2492,1.2506,41,44,7,7,1.2491,1.2507,35,5,4,3,1.249,1.2508,23,15,1,1,1.2489,1.2509,12,38,3,5
2024-12-30T08:49:00.000000000Z,2024-12-30T08:49:00.000000000Z,10,1,29307,A,N,0,1.2498,0,0,0,588,6BH5,1.2497,1.2499,49,41,1,1,1.2496,1.25,34,47,2,1,1.2495,1.2501,28,40,1,1,1.2494,1.2502,9,35,2,1,1.2493,1.2503,24,21,2,1,1.2492,1.2504,46,12,4,3,1.2491,1.2505,13,9,2,5,1.249,1.2506,38,26,1,1,1.2489,1.2507,17,31,1,7,1.2488,1.2508,14,44,3,7
2024-12-30T08:49:05.000000000Z,2024-12-30T08:49:05.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,589,6BH5,1.2496,1.2498,20,31,4,6,1.2495,1.2499,37,11,2,4,1.2494,1.25,376,168,1,2,1.2493,1.2501,40,35,7,5,1.2492,1.2502,10,46,2,7,1.2491,1.2503,28,9,4,2,1.249,1.2504,8,44,1,2,1.2489,1.2505,23,33,1,2,1.2488,1.2506,37,45,1,2,1.2487,1.2507,20,6,6,1
2024-12-30T08:49:10.000000000Z,2024-12-30T08:49:10.000000000Z,10,1,29307,A,N,0,1.2497,0,0,0,590,6BH5,1.2496,1.2498,11,33,5,4,1.2495,1.2499,39,9,2,5,1.2494,1.25,21,43,6,7,1.2493,1.2501,18,45,3,1,1.2492,1.2502,38,30,5,4,1.2491,1.2503,31,15,6,3,1.249,1.2504,31,26,5,3,1.2489,1.2505,29,49,4,5,1.2488,1.2506,15,28,4,7,1.2487,1.2507,39,10,4,7
2024-12-30T08:49:15.000000000Z,2024-12-30T08:49:15.000000000Z,10,1,29307,A,N,0,1.2498,0,0,0,591,6BH5,1.2497,1.2499,11,42,7,5,1.2496,1.25,16,31,4,5,1.2495,1.2501,38,41,5,4,1.2494,1.2502,14,42,6,5,1.2493,1.2503,44,25,6,3,1.2492,1.2504,9,19,6,1,1.2491,1.2505,20,44,7,3,1.249,1.2506,25,28,2,7,1.2489,1.2507,6,44,1,2,1.2488,1.2508,6,8,3,7
2024-12-30T08:49:20.000000000Z,2024-12-30T08:49:20.000000000Z,10,1,29307,A,N,0,1.2499,0,0,0,592,6BH5,1.2498,1.25,19,43,2,4,1.2497,1.2501,47,6,4,7,1.2496,1.2502,13,27,4,3,1.2495,1.2503,45,33,3,2,1.2494,1.2504,49,13,3,6,1.2493,1.2505,31,15,6,3,1.2492,1.2506,38,28,2,6,1.2491,1.2507,33,46,4,7,1.249,1.2508,33,6,1,5,1.2489,1.2509,13,48,4,5
2024-12-30T08:49:25.000000000Z,2024-12-30T08:49:25.000000000Z,10,1,29307,A,N,0,1.2498,0,0,0,593,6BH5,1.2497,1.2499,9,36,4,2,1.2496,1.25,36,25,5,5,1.2495,1.2501,32,36,3,4,1.2494,1.2502,14,33,4,3,1.2493,1.2503,49,28,7,3,1.2492,1.2504,18,8,4,2,1.2491,1.2505,24,21,5,1,1.249,1.2506,8,28,4,2,1.2489,1.2507,44,46,6,7,1.2488,1.2508,47,6,4,6
2024-12-30T08:49:30.000000000Z,2024-12-30T08:49:30.000000000Z,10,1,29307,A,N,0,1.2498,0,0,0,594,6BH5,1.2497,1.2499,9,42,1,6,1.2496,1.25,15,47,7,5,1.2495,1.2501,33,37,6,1,1.2494,1.2502,10,29,2,1,1.2493,1.2503,35,23,1,1,1.2492,1.2504,21,38,3,4,1.2491,1.2505,232,128,5,5,1.249,1.2506,40,80,5,5,1.2489,1.2507,26,15,5,2,1.2488,1.2508,46,25,1,2
